Date,Price,Open,High,Low,Vol.,Change %
09/08/2025,2.3119,2.2965,2.3508,2.2892,54.48K,1.09%
09/05/2025,2.287,2.321,2.3341,2.279,43.77K,-1.87%
09/04/2025,2.3307,2.3439,2.3522,2.2987,51.88K,-1.28%
09/03/2025,2.3609,2.3676,2.3907,2.3403,61.19K,-0.57%
09/02/2025,2.3744,2.2656,2.3789,2.2464,89.24K,2.78%
09/01/2025,2.3102,2.3101,2.3114,2.2563,9.57K,1.80%
08/31/2025,2.2693,2.2691,2.271,2.2674,,0.11%
08/29/2025,2.2667,2.2933,2.2951,2.2644,1.38K,-1.87%
08/28/2025,2.3098,2.2873,2.3118,2.2674,17.62K,0.63%
08/27/2025,2.2953,2.2844,2.3062,2.2697,22.95K,0.65%
08/26/2025,2.2805,2.3481,2.3527,2.2774,21.68K,-2.85%
08/25/2025,2.3475,2.3144,2.3598,2.3065,18.03K,1.89%
08/22/2025,2.304,2.3219,2.3285,2.2944,66.23K,-0.68%
08/21/2025,2.3197,2.2689,2.3264,2.2661,52.09K,2.05%
08/20/2025,2.273,2.2539,2.2829,2.2444,45.68K,1.31%
08/19/2025,2.2436,2.2431,2.2544,2.2246,52.12K,0.29%
08/18/2025,2.2371,2.2151,2.2487,2.1862,43.63K,0.54%
08/15/2025,2.225,2.2374,2.2559,2.2103,37.96K,-0.43%
08/14/2025,2.2345,2.2458,2.2562,2.2158,38.75K,-0.37%
08/13/2025,2.2428,2.2443,2.2504,2.2057,52.27K,-0.06%
08/12/2025,2.2441,2.2912,2.2954,2.2384,54.65K,-2.05%
08/11/2025,2.291,2.2678,2.3008,2.2445,53.54K,0.51%
08/08/2025,2.2793,2.2608,2.3155,2.2472,56.43K,0.55%
08/07/2025,2.2668,2.2622,2.2936,2.2458,53.63K,0.18%
08/06/2025,2.2628,2.2529,2.3185,2.2391,65.80K,0.56%
08/05/2025,2.2502,2.307,2.3207,2.247,62.69K,-2.91%
08/04/2025,2.3176,2.28,2.331,2.2664,65.10K,0.77%
08/01/2025,2.2999,2.3985,2.4051,2.285,77.92K,-4.15%
07/31/2025,2.3995,2.424,2.4357,2.393,2.04K,-0.79%
07/30/2025,2.4185,2.458,2.4645,2.394,16.62K,-1.84%
